date,day_of_week,meeting_type,location,present,absent,staff,source_url
"October 3, 2013",Thursday,Regular,,"Fong, Wu, Antonini,",Borden,"John Rahaim – Planning Director, Omar Masry, Casey Noel, Christine LaMorena, Rich Sucre, Kevin Guy, and Jonas P. Ionin - Acting Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3662.html
"October 10, 2013",Thursday,Regular,,"Fong, Wu, Antonini,",,"John Rahaim – Planning Director,",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3665.html
"October 17, 2013",Thursday,Regular,,"Fong, Wu, Antonini,",,"John Rahaim – Planning Director,",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3667.html
"October 17, 2013",Thursday,Special,,President,None,,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3668.html
"October 24, 2013",Thursday,Regular,,"Fong, Wu, Antonini, Borden, Hillis, Moore, Sugaya",None,"John Rahaim – Planning Director, Christina Lamorena, Sophie Hayward, Kei Zushi, Jessica Look, Rich Sucre, Mary Woods, Tom Wang, and Jonas P. Ionin – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3677.html
"November 7, 2013",Thursday,Regular,,"Fong, Wu, Antonini, Borden, Hillis, Moore, Sugaya",None,"John Rahaim – Planning Director, Kate Conner, Pilar LaValley, Diego Sanchez, Casey Noel, Paolo Ikezoe, Omar Masry, Jeanie Poling, Sharon Lai, and Jonas P. Ionin – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3723.html
"November 14, 2013",Thursday,Regular,,"Fong, Wu, Antonini, Borden, Hillis, Moore, Sugaya",None,"John Rahaim – Planning Director, Timothy Johnston, Sophie Hayward, Christina Lamorena, Kevin Guy, Brett Bollinger, Omar Masry, David Alumbaugh, Glenn Cabreros, and Jonas P. Ionin – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3724.html
"November 21, 2013",Thursday,Regular,,"Fong, Wu, Antonini, Borden, Hillis, Moore",Sugaya,"John Rahaim – Planning Director, Brittany Bendix, Aaron Starr, Pilar LaValley, Kimia Haddadan, Michael E. Smith, Erika Jackson, and Jonas P. Ionin – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3725.html
"December 5, 2013",Thursday,Regular,,"Fong, Wu, Antonini, Borden, Hillis, Moore, Sugaya",Hillis,"John Rahaim – Planning Director, Brittany Bendix, Kanishka Burns, Christine Lamorena, Sara Vellve, Elizabeth Watty, and Jonas P. Ionin – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3727.html
"December 12, 2013",Thursday,Regular,,"Wu, Antonini, Borden, Hillis, Moore, Sugaya",Fong,"John Rahaim – Planning Director, Danielle Harris, Kanishka Burns, Christine Lamorena, Kearstin Dischinger, Lisa Chen, Michael E. Smith, Casey Noel, and Jonas P. Ionin – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3732.html
"December 19, 2013",Thursday,Regular,,"Fong, Wu, Antonini, Borden, Hillis, Moore, Sugaya",Hillis,"John Rahaim – Planning Director, Elizabeth Watty, Diego Sanchez, Erika Jackson, Christina LaMorena, Jeff Speirs, Eiliesh Tuffy, Rich Sucre, Timothy Johnston, Michael Smith, Sara Vellve, Sharon Lai, Kate Conner, and Jonas P. Ionin – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3735.html
"January 12, 2012",Thursday,Regular,,"Antonini, Borden, Fong, Moore and Sugaya",Miguel,,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3058.html
"January 19, 2012",Thursday,Regular,,"Miguel, Antonini, Borden, Fong, Moore and Sugaya",,"John Rahaim – Director of Planning, Scott Sanchez- Zoning",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3060.html
"January 19, 2012",Thursday,Special,,"Miguel, Antonini, Borden, Fong, Moore and Sugaya",,"John Rahaim – Director of Planning, Bill Wycko, and Linda",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3061.html
"January 26, 2012",Thursday,Regular,,"Miguel, Antonini, Borden, Fong, Moore and Sugaya",Fong,"John Rahaim – Director of Planning, Scott Sanchez – Zoning",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3062.html
"February 2, 2012",Thursday,Regular,,"Miguel, Antonini, Borden, Fong, Moore and Sugaya",Fong,"John Rahaim – Director of Planning, Scott Sanchez- Zoning",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3063.html
"February 9, 2012",Thursday,Regular,,"Miguel, Antonini, Borden, Fong, Moore and Sugaya",,"John Rahaim – Director of Planning, Scott Sanchez- Zoning",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3064.html
"February 16, 2012",Thursday,Regular,,"Miguel, Antonini, Borden, Fong, Moore, Sugaya, Wu",,"John Rahaim – Director of Planning, Scott Sanchez- Zoning",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3065.html
"March 8, 2012",Thursday,Regular,,"Fong, Wu, Antonini, Borden, Miguel, Moore, Sugaya",,"John Rahaim – Director of Planning, Scott Sanchez - Zoning Administrator, Thomas Wang, Jon Swae, David Lindsay, Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3076.html
"March 8, 2012",Thursday,Joint,,,,,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3077.html
"March 1, 2012",Thursday,Regular,,"Miguel, Antonini, Borden, Fong, Moore, Sugaya, Wu",,"John Rahaim – Director of Planning, Scott Sanchez - Zoning Administrator, Aaron Starr, David Winslow, Rick Crawford, Linda Avery - Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3119.html
"February 23, 2012",Thursday,Regular,,"Miguel, Antonini, Borden, Fong, Moore, Sugaya, Wu",,"John Rahaim – Director of Planning, Scott Sanchez- Zoning Administrator, K. Haddadan, Kimberly Durandet, Aaron Starr, Brittany Bendix, Rich Sucre, Corey Teague, Dianne Sokolove, Jonas Ionin – Acting Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3127.html
"March 15, 2012",Thursday,Regular,,"Fong, Wu, Antonini, Borden, Miguel, Moore, Sugaya",,"John Rahaim – Director of Planning, Scott Sanchez - Zoning Administrator, Sara Vellve, Brittany Bendix, Corey Teague, David Lindsay, Delvin Washington, Linda Avery - Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3128.html
"March 22, 2010",Thursday,Special,,"Fong, Wu, Antonini, Borden, Miguel, Sugaya",Moore,"John Rahaim – Director of Planning, Scott Sanchez Paul Maltzer, Bill Wycko, Kevin Guy, Linda Avery - Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3130.html
"April 5, 2012",Thursday,Regular,,"Fong, Wu, Antonini, Borden, Miguel, Moore, Sugaya",,"John Rahaim – Director of Planning, Scott Sanchez - Zoning Administrator, Sharon Lai, Rick Crawford, Diego Sanchez, Ben Fu, Christina Lamorena, Glenn Cabreros, Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3131.html
"April 5, 2012",Thursday,Special,,"Fong, Wu, Antonini, Borden, Miguel, Moore, Sugaya",,"John Rahaim – Director of Planning, Scott Sanchez - Zoning Administrator, Elizabeth Watty, Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3132.html
"April 12, 2012",Thursday,Regular,,"Wu, Antonini, Borden, Miguel, Moore, Sugaya",Fong,"John Rahaim – Director of Planning, Scott Sanchez – Zoning Administrator, Corey Teague, Diego Sanchez, Adrian Putra, Doug Vu, Teresa Ojeda, Aaron Starr, Elizabeth Watty, Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3133.html
"April 19, 2012",Thursday,Regular,,"Fong, Wu, Antonini, Miguel, Moore, Sugaya",Borden,"John Rahaim – Director of Planning, Scott Sanchez - Zoning Administrator, Thomas Wang, Rick Crawford, Sophie Hayward, Jonathan Purvis, Elizabeth Watty, Victoria Wise, Joshua Switzky, Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3134.html
"April 26, 2012",Thursday,Regular,,"Fong, Antonini, Borden, Miguel, Moore, Sugaya",Wu,"John Rahaim – Director of Planning, Scott Sanchez - Zoning Administrator, Ben Fu, Michael E. Smith, Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3135.html
"April 26, 2012",Thursday,Special,,"Fong, Antonini, Borden, Miguel, Moore, Sugaya",Wu,"John Rahaim – Director of Planning, Scott Sanchez - Zoning Administrator, Elizabeth Watty, Devyani Jain, Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3136.html
"May 3, 2012",Thursday,Regular,,"Fong, Antonini, Borden, Miguel, Moore, Wu, Sugaya",,"John Rahaim – Director of Planning, Scott Sanchez - Zoning Administrator, Kevin Guy, Corey Teague, Christina Lamorena, Tara Sullivan, Diego Sanchez, Sharon Young, Joshua Switzky, Aaron Starr, Glenn Cabreros, Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3137.html
"May 10, 2012",Thursday,Regular,,"Fong, Wu, Antonini, Borden, Miguel, Moore",Sugaya,"John Rahaim – Director of Planning, Scott Sanchez – Zoning Administrator, Kevin Guy, Corey Teague, Christina Lamorena, Tara Sullivan, Diego Sanchez, Sharon Young, Joshua Switzky, Aaron Starr, Glenn Cabreros, Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3198.html
"May 17, 2012",Thursday,Regular,,"Fong, Wu, Antonini, Borden, Miguel, Sugaya",Moore,"John Rahaim – Director of Planning, Scott Sanchez – Zoning Administrator, Thomas Wang, Aaron Hollister, Teresa Ojeda, AnMarie Rodgers, Lily Langlois, Devyani Jain, Aaron Starr, Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3200.html
"May 24, 2012",Thursday,Joint,,"Fong, Wu, Antonini, Borden, Moore, Sugaya",Miguel,"John Rahaim – Director of Planning, Scott Sanchez - Zoning Administrator, Dan Lewis, Glenn Cabreros, Neil Hrushowy, Linda Avery - Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3203.html
"June 21, 2012",Thursday,Regular,,"Wu, Antonini, Borden, Miguel, Moore, Sugaya",Fong,"John Rahaim – Director of Planning, Dan Sider – Acting Zoning Administrator, Aaron Hollister, Michelle Stahlhut, Sharon Young, Adrian Putra, Mark Luellen, Joshua Switzky, AnMarie Rodgers, Tim Frye, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3215.html
"June 7, 2012",Thursday,Regular,,"Fong, Wu, Antonini, Borden, Miguel, Sugaya",Moore,"John Rahaim – Director of Planning, Scott Sanchez – Zoning Administrator, Kevin Guy, Kimi Haddadan, Rick Crawford, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3216.html
"June 14, 2012",Thursday,Regular,,"Fong, Wu, Antonini, Borden, Miguel, Moore, Sugaya",Wu,"John Rahaim – Director of Planning, Scott Sanchez – Zoning Administrator, Kimi Haddadan, Doug Vu, Adrian Putra, Mary Woods, Sara Dennis-Phillips, Lily Langlois, Aaron Starr, Irene Nishimura, Thomas Wang, Michael E. Smith, Ben Fu, Corey Teague, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3226.html
"May 24, 2012",Thursday,Regular,,"Fong, Wu, Antonini, Borden, Moore Sugaya",Miguel,"John Rahaim – Director of Planning, Scott Sanchez – Zoning Administrator, Sara Jones, Joshua Switzky, Pilar LaValley, Mathew Snyder, Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3227.html
"July 26, 2012",Thursday,Regular,,"Fong, Wu, Antonini, Borden, Moore, Sugaya",,"John Rahaim – Director of Planning, Scott Sanchez – Zoning Administrator, Aaron Hollister, Adrian Putra, Rich Sucre, Erika Jackson, Sharon Young, Ben Fu, Pilar LaValley, Kevin Guy, Andrea Contreras, Mark Luellen, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3237.html
"July 19, 2012",Thursday,,,"Cindy Wu, Michael J. Antonini; Gwyneth Borden;",Rodney Fong,"John Rahaim – Director Planning, Linda Avery – Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3246.html
"July 19, 2012",Thursday,Regular,,"Wu, Antonini, Borden, Moore, Sugaya",Fong,"John Rahaim – Director of Planning, Scott Sanchez – Zoning Administrator, Kevin Guy, Alicia John-Baptiste, Sharon Young, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3247.html
"July 12, 2012",Thursday,Regular,,"Wu, Antonini, Borden, Miguel, Moore, Sugaya",Fong,"John Rahaim – Director of Planning, Scott Sanchez – Zoning Administrator, Michael E. Smith, Joanna Linsangan, Aaron Starr, Devyani Jain, Rick Crawford, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3251.html
"August 2, 2012",Thursday,Regular,,"Fong, Wu, Antonini, Hillis, Moore, Sugaya",Borden,"John Rahaim – Director of Planning, Scott Sanchez – Zoning Administrator, Scott Edmondson, Rick Crawford, Elizabeth Watty, Aaron Hollister, Debra Dwyer, Doug Vu, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3253.html
"June 28, 2012",Thursday,Regular,,"Fong, Wu, Antonini, Borden, Miguel, Moore, Sugaya",,"John Rahaim – Director of Planning, Scott Sanchez – Zoning Administrator, and Jonas Ionin – Acting Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3266.html
"August 9, 2012",Thursday,Regular,,"Fong, Wu, Antonini, Moore, Sugaya",Borden and Hillis,"John Rahaim – Director of Planning, Scott Sanchez – Zoning Administrator, Ben Fu, Tara Sullivan, Aaron Hollister, Michelle Stahlhut, Kimi Haddadan, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3269.html
"August 16, 2012",Thursday,Regular,,"Fong, Wu, Antonini, Hillis, Moore, Sugaya",Borden,"John Rahaim – Director of Planning, Scott Sanchez – Zoning Administrator, Christina Lamorena, Tara Sullivan, Kevin Guy, Sarah Dennis-Philips, Kimi Haddadan, Sara Vellve, Kerstin Dischinger, Diego Sanchez, Aaron Starr, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3270.html
"September 6, 2012",Thursday,Regular,,"Fong, Wu, Antonini, Borden, Hillis, Moore, Sugaya",Borden,"John Rahaim – Director of Planning, Scott Sanchez – Zoning Administrator, Christina Lamorena, Aaron Starr, Elizabeth Watty, Anmarie Rodgers, Aaron Hollister, Glenn Cabreros, Thomas Wang, Rich Sucre, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3299.html
"September 13, 2012",Thursday,Regular,,"Fong, Wu, Antonini, Borden, Hillis, Moore, Sugaya",,"John Rahaim – Director of Planning, Scott Sanchez – Zoning Administrator, Diego Sanchez, Pilar LaValley, Neil Hrushowy, Britany Bendix, Aaron Starr and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3300.html
"September 20, 2012",Thursday,Regular,,"Fong, Wu, Antonini, Borden, Hillis, Moore, Sugaya",Moore,"John Rahaim – Director of Planning, Scott Sanchez – Zoning Administrator, Diego Sanchez, Steve Smith, Anmarie Rodgers, Joy Navarrete, Tim Frye, Kerstin Dischinger, Sara Vellve, Aaron Starr, Moses Corrette, Don Lewis, Mary Woods, Michael E Smith, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=3301.html
